GAME_PK,GAME_DATE,GAME_DATETIME,GAME_TYPE,STATUS,STATUS_CODE,IS_FINAL,IS_LIVE,HOME_TEAM_ID,HOME_TEAM,AWAY_TEAM_ID,AWAY_TEAM,HOME_SCORE,AWAY_SCORE,HOME_PROBABLE_PITCHER,AWAY_PROBABLE_PITCHER,HOME_PROBABLE_PITCHER_ID,AWAY_PROBABLE_PITCHER_ID,VENUE,DOUBLEHEADER,GAME_NUMBER,SEASON
661051,2022-08-21,2022-08-21T23:10:00+00:00,R,Final,F,True,False,110,Baltimore Orioles,111,Boston Red Sox,5,3,Dean Kremer,Nick Pivetta,665152.0,601713.0,Muncy Bank Ballpark,N,1,2022
661239,2022-08-21,2022-08-21T17:35:00+00:00,R,Final,F,True,False,147,New York Yankees,141,Toronto Blue Jays,4,2,Nestor Cortes,Alek Manoah,641482.0,666201.0,Yankee Stadium,N,1,2022
661480,2022-08-21,2022-08-21T17:35:00+00:00,R,Final,F,True,False,144,Atlanta Braves,117,Houston Astros,4,5,Charlie Morton,José Urquidy,450203.0,664353.0,Truist Park,N,1,2022
661602,2022-08-21,2022-08-21T17:35:00+00:00,R,Final,F,True,False,143,Philadelphia Phillies,121,New York Mets,9,10,Kyle Gibson,José Buttó,502043.0,676130.0,Citizens Bank Park,N,1,2022
661652,2022-08-21,2022-08-21T18:10:00+00:00,R,Final,F,True,False,142,Minnesota Twins,140,Texas Rangers,0,7,Joe Ryan,Kohei Arihara,657746.0,685503.0,Target Field,N,1,2022
661860,2022-08-21,2022-08-21T17:40:00+00:00,R,Final,F,True,False,139,Tampa Bay Rays,118,Kansas City Royals,3,2,Ryan Yarbrough,Zack Greinke,642232.0,425844.0,Tropicana Field,N,1,2022
662179,2022-08-21,2022-08-21T20:10:00+00:00,R,Final,F,True,False,135,San Diego Padres,120,Washington Nationals,2,1,Sean Manaea,Patrick Corbin,640455.0,571578.0,Petco Park,N,1,2022
662300,2022-08-21,2022-08-21T17:35:00+00:00,R,Final,F,True,False,134,Pittsburgh Pirates,113,Cincinnati Reds,5,9,Zach Thompson,Mike Minor,605507.0,501985.0,PNC Park,N,1,2022
662315,2022-08-21,2022-08-21T20:07:00+00:00,R,Final,F,True,False,133,Oakland Athletics,136,Seattle Mariners,5,3,JP Sears,Luis Castillo,676664.0,622491.0,Oakland Coliseum,N,1,2022
662600,2022-08-21,2022-08-21T20:10:00+00:00,R,Final,F,True,False,119,Los Angeles Dodgers,146,Miami Marlins,10,3,Ryan Pepiot,Sandy Alcantara,686752.0,645261.0,Dodger Stadium,N,1,2022
662805,2022-08-21,2022-08-21T17:40:00+00:00,R,Final,F,True,False,116,Detroit Tigers,108,Los Angeles Angels,4,0,Eduardo Rodriguez,Shohei Ohtani,593958.0,660271.0,Comerica Park,N,1,2022
662878,2022-08-21,2022-08-21T19:10:00+00:00,R,Final,F,True,False,115,Colorado Rockies,137,San Francisco Giants,8,9,Kyle Freeland,Jakob Junis,607536.0,596001.0,Coors Field,N,1,2022
663115,2022-08-21,2022-08-21T18:20:00+00:00,R,Final,F,True,False,112,Chicago Cubs,158,Milwaukee Brewers,2,5,Justin Steele,Brandon Woodruff,657006.0,605540.0,Wrigley Field,N,1,2022
663301,2022-08-21,2022-08-21T20:10:00+00:00,R,Final,F,True,False,109,Arizona Diamondbacks,138,St. Louis Cardinals,4,6,Merrill Kelly,Jose Quintana,518876.0,500779.0,Chase Field,N,1,2022
661238,2022-08-22,2022-08-22T23:05:00+00:00,R,Final,F,True,False,147,New York Yankees,121,New York Mets,4,2,Domingo Germán,Max Scherzer,593334.0,453286.0,Yankee Stadium,N,1,2022
661601,2022-08-22,2022-08-22T23:05:00+00:00,R,Final,F,True,False,143,Philadelphia Phillies,113,Cincinnati Reds,4,1,Noah Syndergaard,Luis Cessa,592789.0,570666.0,Citizens Bank Park,N,1,2022
661658,2022-08-22,2022-08-22T23:10:00+00:00,R,Final,F,True,False,142,Minnesota Twins,140,Texas Rangers,1,2,Sonny Gray,Cole Ragans,543243.0,666142.0,Target Field,N,1,2022
661859,2022-08-22,2022-08-22T23:10:00+00:00,R,Final,F,True,False,139,Tampa Bay Rays,108,Los Angeles Angels,2,1,Jeffrey Springs,Tucker Davidson,605488.0,656353.0,Tropicana Field,N,1,2022
662314,2022-08-22,2022-08-23T01:40:00+00:00,R,Final,F,True,False,133,Oakland Athletics,146,Miami Marlins,0,3,Adam Oller,Edward Cabrera,670124.0,665795.0,Oakland Coliseum,N,1,2022
662394,2022-08-22,2022-08-22T23:05:00+00:00,R,Final,F,True,False,134,Pittsburgh Pirates,144,Atlanta Braves,1,2,Roansy Contreras,Jake Odorizzi,672710.0,543606.0,PNC Park,N,1,2022
662594,2022-08-22,2022-08-23T02:10:00+00:00,R,Final,F,True,False,119,Los Angeles Dodgers,158,Milwaukee Brewers,0,4,Julio Urías,Eric Lauer,628711.0,641778.0,Dodger Stadium,N,1,2022
662767,2022-08-22,2022-08-22T18:10:00+00:00,R,Final,F,True,False,118,Kansas City Royals,145,Chicago White Sox,6,4,Daniel Lynch IV,Michael Kopech,663738.0,656629.0,Kauffman Stadium,N,1,2022
663114,2022-08-22,2022-08-23T00:05:00+00:00,R,Final,F,True,False,112,Chicago Cubs,138,St. Louis Cardinals,0,1,Drew Smyly,Jordan Montgomery,592767.0,656756.0,Wrigley Field,N,1,2022
661237,2022-08-23,2022-08-23T23:05:00+00:00,R,Final,F,True,False,147,New York Yankees,121,New York Mets,4,2,Frankie Montas,Taijuan Walker,593423.0,592836.0,Yankee Stadium,N,1,2022
661600,2022-08-23,2022-08-23T23:05:00+00:00,R,Final,F,True,False,143,Philadelphia Phillies,113,Cincinnati Reds,7,6,Ranger Suarez,Nick Lodolo,624133.0,666157.0,Citizens Bank Park,N,1,2022
661858,2022-08-23,2022-08-23T23:10:00+00:00,R,Final,F,True,False,139,Tampa Bay Rays,108,Los Angeles Angels,11,1,Corey Kluber,José Suarez,446372.0,660761.0,Tropicana Field,N,1,2022
662142,2022-08-23,2022-08-24T02:10:00+00:00,R,Final,F,True,False,136,Seattle Mariners,120,Washington Nationals,4,2,Robbie Ray,Erick Fedde,592662.0,607200.0,T-Mobile Park,N,1,2022
662213,2022-08-23,2022-08-24T01:40:00+00:00,R,Final,F,True,False,135,San Diego Padres,114,Cleveland Guardians,1,3,Mike Clevinger,Aaron Civale,605182.0,650644.0,Petco Park,N,1,2022
662339,2022-08-23,2022-08-24T01:40:00+00:00,R,Final,F,True,False,133,Oakland Athletics,146,Miami Marlins,3,5,Zach Logue,Pablo López,656657.0,641154.0,Oakland Coliseum,N,1,2022
662383,2022-08-23,2022-08-23T23:05:00+00:00,R,Final,F,True,False,134,Pittsburgh Pirates,144,Atlanta Braves,1,6,JT Brubaker,Max Fried,664141.0,608331.0,PNC Park,N,1,2022
662605,2022-08-23,2022-08-24T02:10:00+00:00,R,Final,F,True,False,119,Los Angeles Dodgers,158,Milwaukee Brewers,10,1,Tony Gonsolin,Corbin Burnes,664062.0,669203.0,Dodger Stadium,N,1,2022
662668,2022-08-23,2022-08-24T00:10:00+00:00,R,Final,F,True,False,118,Kansas City Royals,109,Arizona Diamondbacks,3,7,Jonathan Heasley,Zach Davies,669169.0,605200.0,Kauffman Stadium,N,1,2022
662800,2022-08-23,2022-08-24T00:10:00+00:00,R,Final,F,True,False,117,Houston Astros,142,Minnesota Twins,4,2,Justin Verlander,Aaron Sanchez,434378.0,592717.0,Minute Maid Park,N,1,2022
662876,2022-08-23,2022-08-24T00:40:00+00:00,R,Final,F,True,False,115,Colorado Rockies,140,Texas Rangers,7,6,Germán Márquez,Dane Dunning,608566.0,641540.0,Coors Field,N,1,2022
662914,2022-08-23,2022-08-23T23:10:00+00:00,R,Final,F,True,False,116,Detroit Tigers,137,San Francisco Giants,1,3,Drew Hutchison,Carlos Rodón,571800.0,607074.0,Comerica Park,N,1,2022
663113,2022-08-23,2022-08-24T00:05:00+00:00,R,Final,F,True,False,112,Chicago Cubs,138,St. Louis Cardinals,3,13,Adrian Sampson,Jake Woodford,592716.0,663765.0,Wrigley Field,S,2,2022
663163,2022-08-23,2022-08-23T18:20:00+00:00,R,Final,F,True,False,112,Chicago Cubs,138,St. Louis Cardinals,2,0,Javier Assad,Adam Wainwright,665871.0,425794.0,Wrigley Field,S,1,2022
663174,2022-08-23,2022-08-23T23:10:00+00:00,R,Final,F,True,False,111,Boston Red Sox,141,Toronto Blue Jays,3,9,Josh Winckowski,Ross Stripling,670174.0,548389.0,Fenway Park,N,1,2022
663461,2022-08-23,2022-08-23T23:05:00+00:00,R,Final,F,True,False,110,Baltimore Orioles,145,Chicago White Sox,5,3,Austin Voth,Dylan Cease,608723.0,656302.0,Oriole Park at Camden Yards,N,1,2022
661605,2022-08-24,2022-08-24T23:05:00+00:00,R,Final,F,True,False,143,Philadelphia Phillies,113,Cincinnati Reds,7,5,Cristopher Sánchez,T.J. Zeuch,650911.0,643615.0,Citizens Bank Park,N,1,2022
661857,2022-08-24,2022-08-24T23:10:00+00:00,R,Final,F,True,False,139,Tampa Bay Rays,108,Los Angeles Angels,4,3,Shane McClanahan,Mike Mayers,663556.0,594577.0,Tropicana Field,N,1,2022
662144,2022-08-24,2022-08-24T20:10:00+00:00,R,Final,F,True,False,136,Seattle Mariners,120,Washington Nationals,1,3,George Kirby,Aníbal Sánchez,669923.0,434671.0,T-Mobile Park,N,1,2022
662212,2022-08-24,2022-08-24T20:10:00+00:00,R,Final,F,True,False,135,San Diego Padres,114,Cleveland Guardians,0,7,Blake Snell,Cal Quantrill,605483.0,615698.0,Petco Park,N,1,2022
662338,2022-08-24,2022-08-24T19:37:00+00:00,R,Final,F,True,False,133,Oakland Athletics,146,Miami Marlins,3,2,Cole Irvin,Jesús Luzardo,608344.0,666200.0,Oakland Coliseum,N,1,2022
662371,2022-08-24,2022-08-24T16:35:00+00:00,R,Final,F,True,False,134,Pittsburgh Pirates,144,Atlanta Braves,2,14,Mitch Keller,Kyle Wright,656605.0,657140.0,PNC Park,N,1,2022
662604,2022-08-24,2022-08-25T01:00:00+00:00,R,Final,F,True,False,119,Los Angeles Dodgers,158,Milwaukee Brewers,12,6,Andrew Heaney,Adrian Houser,571760.0,605288.0,Dodger Stadium,N,1,2022
662640,2022-08-24,2022-08-25T00:10:00+00:00,R,Final,F,True,False,118,Kansas City Royals,109,Arizona Diamondbacks,5,3,Brady Singer,Zac Gallen,663903.0,668678.0,Kauffman Stadium,N,1,2022
662799,2022-08-24,2022-08-25T00:10:00+00:00,R,Final,F,True,False,117,Houston Astros,142,Minnesota Twins,5,3,Framber Valdez,Dylan Bundy,664285.0,605164.0,Minute Maid Park,N,1,2022
662877,2022-08-24,2022-08-24T19:10:00+00:00,R,Final,F,True,False,115,Colorado Rockies,140,Texas Rangers,4,16,José Ureña,Martín Pérez,570632.0,527048.0,Coors Field,N,1,2022
662916,2022-08-24,2022-08-24T17:10:00+00:00,R,Final,F,True,False,116,Detroit Tigers,137,San Francisco Giants,6,1,Matt Manning,Logan Webb,666159.0,657277.0,Comerica Park,N,1,2022
663173,2022-08-24,2022-08-24T23:10:00+00:00,R,Final,F,True,False,111,Boston Red Sox,141,Toronto Blue Jays,2,3,Brayan Bello,José Berríos,678394.0,621244.0,Fenway Park,N,1,2022
663216,2022-08-24,2022-08-25T00:05:00+00:00,R,Final,F,True,False,112,Chicago Cubs,138,St. Louis Cardinals,7,1,Luke Farrell,Miles Mikolas,608652.0,571945.0,Wrigley Field,N,1,2022
663460,2022-08-24,2022-08-24T23:05:00+00:00,R,Final,F,True,False,110,Baltimore Orioles,145,Chicago White Sox,3,5,Spenser Watkins,Lucas Giolito,657093.0,608337.0,Oriole Park at Camden Yards,N,1,2022
661604,2022-08-25,2022-08-25T23:05:00+00:00,R,Final,F,True,False,143,Philadelphia Phillies,113,Cincinnati Reds,4,0,Aaron Nola,Justin Dunn,605400.0,643290.0,Citizens Bank Park,N,1,2022
661856,2022-08-25,2022-08-25T17:10:00+00:00,R,Final,F,True,False,139,Tampa Bay Rays,108,Los Angeles Angels,8,3,Drew Rasmussen,Patrick Sandoval,656876.0,663776.0,Tropicana Field,N,1,2022
662141,2022-08-25,2022-08-25T20:10:00+00:00,R,Final,F,True,False,136,Seattle Mariners,114,Cleveland Guardians,3,1,Marco Gonzales,Triston McKenzie,594835.0,663474.0,T-Mobile Park,N,1,2022
662337,2022-08-25,2022-08-26T01:40:00+00:00,R,Final,F,True,False,133,Oakland Athletics,147,New York Yankees,4,13,James Kaprielian,Jameson Taillon,621076.0,592791.0,Oakland Coliseum,N,1,2022
662433,2022-08-25,2022-08-25T23:10:00+00:00,R,Final,F,True,False,121,New York Mets,115,Colorado Rockies,3,1,Jacob deGrom,Ryan Feltner,594798.0,663372.0,Citi Field,N,1,2022
662711,2022-08-25,2022-08-26T00:10:00+00:00,R,Final,F,True,False,117,Houston Astros,142,Minnesota Twins,6,3,Luis Garcia,Chris Archer,677651.0,502042.0,Minute Maid Park,N,1,2022
663172,2022-08-25,2022-08-25T23:10:00+00:00,R,Final,F,True,False,111,Boston Red Sox,141,Toronto Blue Jays,5,6,Kutter Crawford,Kevin Gausman,676710.0,592332.0,Fenway Park,N,1,2022
663240,2022-08-25,2022-08-25T18:20:00+00:00,R,Final,F,True,False,112,Chicago Cubs,138,St. Louis Cardinals,3,8,Marcus Stroman,Dakota Hudson,573186.0,641712.0,Wrigley Field,N,1,2022
663459,2022-08-25,2022-08-25T23:05:00+00:00,R,Final,F,True,False,110,Baltimore Orioles,145,Chicago White Sox,4,3,Jordan Lyles,Lance Lynn,543475.0,458681.0,Oriole Park at Camden Yards,N,1,2022
661189,2022-08-26,2022-08-27T00:10:00+00:00,R,Final,F,True,False,158,Milwaukee Brewers,112,Chicago Cubs,3,4,Freddy Peralta,Justin Steele,642547.0,657006.0,American Family Field,N,1,2022
661355,2022-08-26,2022-08-26T22:40:00+00:00,R,Final,F,True,False,146,Miami Marlins,119,Los Angeles Dodgers,6,10,Tommy Nance,Tyler Anderson,667297.0,542881.0,loanDepot park,N,1,2022
661445,2022-08-26,2022-08-27T00:10:00+00:00,R,Final,F,True,False,145,Chicago White Sox,109,Arizona Diamondbacks,2,7,Johnny Cueto,Tommy Henry,456501.0,674072.0,Guaranteed Rate Field,N,1,2022
661603,2022-08-26,2022-08-26T23:05:00+00:00,R,Final,F,True,False,143,Philadelphia Phillies,134,Pittsburgh Pirates,7,4,Bailey Falter,Bryse Wilson,663559.0,669060.0,Citizens Bank Park,N,1,2022
661669,2022-08-26,2022-08-27T00:10:00+00:00,R,Final,F,True,False,142,Minnesota Twins,137,San Francisco Giants,9,0,Joe Ryan,Alex Wood,657746.0,622072.0,Target Field,N,1,2022
661704,2022-08-26,2022-08-26T23:07:00+00:00,R,Final,F,True,False,141,Toronto Blue Jays,108,Los Angeles Angels,0,12,Mitch White,Reid Detmers,669952.0,672282.0,Rogers Centre,N,1,2022
661786,2022-08-26,2022-08-27T00:05:00+00:00,R,Final,F,True,False,140,Texas Rangers,116,Detroit Tigers,7,6,Glenn Otto Jr.,Tyler Alexander,657248.0,641302.0,Globe Life Field,N,1,2022
661940,2022-08-26,2022-08-27T00:15:00+00:00,R,Final,F,True,False,138,St. Louis Cardinals,144,Atlanta Braves,4,11,Jose Quintana,Spencer Strider,500779.0,675911.0,Busch Stadium,N,1,2022
662143,2022-08-26,2022-08-27T02:10:00+00:00,R,Final,F,True,False,136,Seattle Mariners,114,Cleveland Guardians,3,2,Logan Gilbert,Shane Bieber,669302.0,669456.0,T-Mobile Park,N,1,2022
662342,2022-08-26,2022-08-27T01:40:00+00:00,R,Final,F,True,False,133,Oakland Athletics,147,New York Yankees,2,3,JP Sears,Gerrit Cole,676664.0,543037.0,Oakland Coliseum,N,1,2022
662432,2022-08-26,2022-08-26T23:10:00+00:00,R,Final,F,True,False,121,New York Mets,115,Colorado Rockies,7,6,Chris Bassitt,Chad Kuhl,605135.0,641771.0,Citi Field,N,1,2022
662469,2022-08-26,2022-08-26T23:05:00+00:00,R,Final,F,True,False,120,Washington Nationals,113,Cincinnati Reds,3,7,Cade Cavalli,Mike Minor,676917.0,501985.0,Nationals Park,N,1,2022
662667,2022-08-26,2022-08-27T00:10:00+00:00,R,Final,F,True,False,118,Kansas City Royals,135,San Diego Padres,5,13,Kris Bubic,Joe Musgrove,663460.0,605397.0,Kauffman Stadium,N,1,2022
662710,2022-08-26,2022-08-27T00:10:00+00:00,R,Final,F,True,False,117,Houston Astros,110,Baltimore Orioles,0,2,Lance McCullers Jr.,Kyle Bradish,621121.0,680694.0,Minute Maid Park,N,1,2022
663171,2022-08-26,2022-08-26T23:10:00+00:00,R,Final,F,True,False,111,Boston Red Sox,139,Tampa Bay Rays,9,8,Michael Wacha,JT Chargois,608379.0,608638.0,Fenway Park,N,1,2022
661090,2022-08-27,2022-08-27T23:10:00+00:00,R,Final,F,True,False,117,Houston Astros,110,Baltimore Orioles,1,3,José Urquidy,Dean Kremer,664353.0,665152.0,Minute Maid Park,N,1,2022
661180,2022-08-27,2022-08-27T23:10:00+00:00,R,Final,F,True,False,158,Milwaukee Brewers,112,Chicago Cubs,7,0,Brandon Woodruff,Drew Smyly,605540.0,592767.0,American Family Field,N,1,2022
661354,2022-08-27,2022-08-27T22:10:00+00:00,R,Final,F,True,False,146,Miami Marlins,119,Los Angeles Dodgers,2,1,Sandy Alcantara,Dustin May,645261.0,669160.0,loanDepot park,N,1,2022
661444,2022-08-27,2022-08-27T23:10:00+00:00,R,Final,F,True,False,145,Chicago White Sox,109,Arizona Diamondbacks,5,10,Davis Martin,Merrill Kelly,663436.0,518876.0,Guaranteed Rate Field,N,1,2022
661599,2022-08-27,2022-08-27T22:05:00+00:00,R,Final,F,True,False,143,Philadelphia Phillies,134,Pittsburgh Pirates,6,0,Kyle Gibson,Tyler Beede,502043.0,595881.0,Citizens Bank Park,N,1,2022
661657,2022-08-27,2022-08-27T23:15:00+00:00,R,Final,F,True,False,142,Minnesota Twins,137,San Francisco Giants,3,2,Sonny Gray,Alex Cobb,543243.0,502171.0,Target Field,N,1,2022
661703,2022-08-27,2022-08-27T19:07:00+00:00,R,Final,F,True,False,141,Toronto Blue Jays,108,Los Angeles Angels,0,2,Alek Manoah,Shohei Ohtani,666201.0,660271.0,Rogers Centre,N,1,2022
661785,2022-08-27,2022-08-27T23:05:00+00:00,R,Final,F,True,False,140,Texas Rangers,116,Detroit Tigers,2,11,Dallas Keuchel,Eduardo Rodriguez,572971.0,593958.0,Globe Life Field,N,1,2022
661939,2022-08-27,2022-08-27T23:15:00+00:00,R,Final,F,True,False,138,St. Louis Cardinals,144,Atlanta Braves,6,5,Jordan Montgomery,Charlie Morton,656756.0,450203.0,Busch Stadium,N,1,2022
662140,2022-08-27,2022-08-28T02:10:00+00:00,R,Final,F,True,False,136,Seattle Mariners,114,Cleveland Guardians,3,4,Luis Castillo,Zach Plesac,622491.0,668676.0,T-Mobile Park,N,1,2022
662336,2022-08-27,2022-08-28T01:07:00+00:00,R,Final,F,True,False,133,Oakland Athletics,147,New York Yankees,3,2,Adam Oller,Domingo Germán,670124.0,593334.0,Oakland Coliseum,N,1,2022
662442,2022-08-27,2022-08-27T23:10:00+00:00,R,Final,F,True,False,121,New York Mets,115,Colorado Rockies,3,0,David Peterson,Kyle Freeland,656849.0,607536.0,Citi Field,N,1,2022
662468,2022-08-27,2022-08-27T23:05:00+00:00,R,Final,F,True,False,120,Washington Nationals,113,Cincinnati Reds,2,6,Paolo Espino,Luis Cessa,502179.0,570666.0,Nationals Park,N,1,2022
662666,2022-08-27,2022-08-27T23:10:00+00:00,R,Final,F,True,False,118,Kansas City Royals,135,San Diego Padres,3,4,Daniel Lynch IV,Yu Darvish,663738.0,506433.0,Kauffman Stadium,N,1,2022
663170,2022-08-27,2022-08-27T20:10:00+00:00,R,Final,F,True,False,111,Boston Red Sox,139,Tampa Bay Rays,5,1,Rich Hill,Jeffrey Springs,448179.0,605488.0,Fenway Park,N,1,2022
661089,2022-08-28,2022-08-28T18:10:00+00:00,R,Final,F,True,False,117,Houston Astros,110,Baltimore Orioles,3,1,Justin Verlander,Austin Voth,434378.0,608723.0,Minute Maid Park,N,1,2022
661168,2022-08-28,2022-08-28T18:10:00+00:00,R,Final,F,True,False,158,Milwaukee Brewers,112,Chicago Cubs,9,7,Eric Lauer,Adrian Sampson,641778.0,592716.0,American Family Field,N,1,2022
661353,2022-08-28,2022-08-28T16:05:00+00:00,R,Final,F,True,False,146,Miami Marlins,119,Los Angeles Dodgers,1,8,Edward Cabrera,Julio Urías,665795.0,628711.0,loanDepot park,N,1,2022
661443,2022-08-28,2022-08-28T18:10:00+00:00,R,Final,F,True,False,145,Chicago White Sox,109,Arizona Diamondbacks,2,3,Dylan Cease,Zach Davies,656302.0,605200.0,Guaranteed Rate Field,N,1,2022
661598,2022-08-28,2022-08-28T17:35:00+00:00,R,Final,F,True,False,143,Philadelphia Phillies,134,Pittsburgh Pirates,0,5,Noah Syndergaard,Roansy Contreras,592789.0,672710.0,Citizens Bank Park,N,1,2022
661663,2022-08-28,2022-08-28T18:10:00+00:00,R,Final,F,True,False,142,Minnesota Twins,137,San Francisco Giants,8,3,Aaron Sanchez,Jakob Junis,592717.0,596001.0,Target Field,N,1,2022
661773,2022-08-28,2022-08-28T17:37:00+00:00,R,Final,F,True,False,141,Toronto Blue Jays,108,Los Angeles Angels,3,8,Ross Stripling,Tucker Davidson,548389.0,656353.0,Rogers Centre,N,1,2022
661784,2022-08-28,2022-08-28T18:35:00+00:00,R,Final,F,True,False,140,Texas Rangers,116,Detroit Tigers,8,9,Kohei Arihara,Drew Hutchison,685503.0,571800.0,Globe Life Field,N,1,2022
661950,2022-08-28,2022-08-28T23:08:00+00:00,R,Final,F,True,False,138,St. Louis Cardinals,144,Atlanta Braves,6,3,Adam Wainwright,Jake Odorizzi,425794.0,543606.0,Busch Stadium,N,1,2022
662139,2022-08-28,2022-08-28T20:10:00+00:00,R,Final,F,True,False,136,Seattle Mariners,114,Cleveland Guardians,4,0,Robbie Ray,Aaron Civale,592662.0,650644.0,T-Mobile Park,N,1,2022
662335,2022-08-28,2022-08-28T20:07:00+00:00,R,Final,F,True,False,133,Oakland Athletics,147,New York Yankees,4,1,Adrián Martinez,Clarke Schmidt,661309.0,657376.0,Oakland Coliseum,N,1,2022
662446,2022-08-28,2022-08-28T17:40:00+00:00,R,Final,F,True,False,121,New York Mets,115,Colorado Rockies,0,1,Max Scherzer,Germán Márquez,453286.0,608566.0,Citi Field,N,1,2022
662467,2022-08-28,2022-08-28T17:35:00+00:00,R,Final,F,True,False,120,Washington Nationals,113,Cincinnati Reds,3,2,Patrick Corbin,Nick Lodolo,571578.0,666157.0,Nationals Park,N,1,2022
662638,2022-08-28,2022-08-28T18:10:00+00:00,R,Final,F,True,False,118,Kansas City Royals,135,San Diego Padres,15,7,Jonathan Heasley,Sean Manaea,669169.0,640455.0,Kauffman Stadium,N,1,2022
663211,2022-08-28,2022-08-28T17:35:00+00:00,R,Final,F,True,False,111,Boston Red Sox,139,Tampa Bay Rays,4,12,Nick Pivetta,Corey Kluber,601713.0,446372.0,Fenway Park,N,1,2022
661167,2022-08-29,2022-08-30T00:10:00+00:00,R,Final,F,True,False,158,Milwaukee Brewers,134,Pittsburgh Pirates,7,5,Corbin Burnes,Bryse Wilson,669203.0,669060.0,American Family Field,N,1,2022
661352,2022-08-29,2022-08-29T22:40:00+00:00,R,Final,F,True,False,146,Miami Marlins,119,Los Angeles Dodgers,2,3,Pablo López,Michael Grove,641154.0,675627.0,loanDepot park,N,1,2022
661651,2022-08-29,2022-08-29T23:40:00+00:00,R,Final,F,True,False,142,Minnesota Twins,111,Boston Red Sox,4,2,Dylan Bundy,Brayan Bello,605164.0,678394.0,Target Field,N,1,2022
661801,2022-08-29,2022-08-29T23:07:00+00:00,R,Final,F,True,False,141,Toronto Blue Jays,112,Chicago Cubs,5,4,José Berríos,Javier Assad,621244.0,665871.0,Rogers Centre,N,1,2022
662001,2022-08-29,2022-08-30T01:45:00+00:00,R,Final,F,True,False,137,San Francisco Giants,135,San Diego Padres,5,6,Carlos Rodón,Mike Clevinger,607074.0,605182.0,Oracle Park,N,1,2022
663018,2022-08-29,2022-08-29T22:40:00+00:00,R,Final,F,True,False,113,Cincinnati Reds,138,St. Louis Cardinals,4,13,Chase Anderson,Miles Mikolas,502624.0,571945.0,Great American Ball Park,N,1,2022
663332,2022-08-29,2022-08-30T01:40:00+00:00,R,Final,F,True,False,109,Arizona Diamondbacks,143,Philadelphia Phillies,13,7,Madison Bumgarner,Ranger Suarez,518516.0,624133.0,Chase Field,N,1,2022
663424,2022-08-29,2022-08-30T01:38:00+00:00,R,Final,F,True,False,108,Los Angeles Angels,147,New York Yankees,4,3,José Suarez,Frankie Montas,660761.0,593423.0,Angel Stadium,N,1,2022
661166,2022-08-30,2022-08-31T00:10:00+00:00,R,Final,F,True,False,158,Milwaukee Brewers,134,Pittsburgh Pirates,2,4,Jason Alexander,Mitch Keller,669920.0,656605.0,American Family Field,N,1,2022
661351,2022-08-30,2022-08-30T22:40:00+00:00,R,Final,F,True,False,146,Miami Marlins,139,Tampa Bay Rays,2,7,Jesús Luzardo,Shane McClanahan,666200.0,663556.0,loanDepot park,N,1,2022
661442,2022-08-30,2022-08-31T00:10:00+00:00,R,Final,F,True,False,145,Chicago White Sox,118,Kansas City Royals,7,9,Lucas Giolito,Brady Singer,608337.0,663903.0,Guaranteed Rate Field,N,1,2022
661479,2022-08-30,2022-08-30T23:20:00+00:00,R,Final,F,True,False,144,Atlanta Braves,115,Colorado Rockies,2,3,Max Fried,José Ureña,608331.0,570632.0,Truist Park,N,1,2022
661648,2022-08-30,2022-08-30T23:40:00+00:00,R,Final,F,True,False,142,Minnesota Twins,111,Boston Red Sox,10,5,Chris Archer,Kutter Crawford,502042.0,676710.0,Target Field,N,1,2022
661800,2022-08-30,2022-08-30T23:07:00+00:00,R,Final,F,True,False,141,Toronto Blue Jays,112,Chicago Cubs,5,3,Kevin Gausman,Marcus Stroman,592332.0,573186.0,Rogers Centre,N,1,2022
661832,2022-08-30,2022-08-31T00:05:00+00:00,R,Final,F,True,False,140,Texas Rangers,117,Houston Astros,2,4,Dane Dunning,Framber Valdez,641540.0,664285.0,Globe Life Field,N,1,2022
662000,2022-08-30,2022-08-31T01:45:00+00:00,R,Final,F,True,False,137,San Francisco Giants,135,San Diego Padres,3,4,Logan Webb,Blake Snell,657277.0,605483.0,Oracle Park,N,1,2022
662426,2022-08-30,2022-08-30T23:10:00+00:00,R,Final,F,True,False,121,New York Mets,119,Los Angeles Dodgers,3,4,Taijuan Walker,Andrew Heaney,592836.0,571760.0,Citi Field,N,1,2022
662466,2022-08-30,2022-08-30T23:05:00+00:00,R,Final,F,True,False,120,Washington Nationals,133,Oakland Athletics,6,10,Erick Fedde,Cole Irvin,607200.0,608344.0,Nationals Park,N,1,2022
662804,2022-08-30,2022-08-30T23:10:00+00:00,R,Final,F,True,False,116,Detroit Tigers,136,Seattle Mariners,3,9,Matt Manning,George Kirby,666159.0,669923.0,Comerica Park,N,1,2022
662973,2022-08-30,2022-08-30T22:10:00+00:00,R,Final,F,True,False,114,Cleveland Guardians,110,Baltimore Orioles,5,1,Cal Quantrill,Spenser Watkins,615698.0,657093.0,Progressive Field,N,1,2022
663137,2022-08-30,2022-08-30T22:40:00+00:00,R,Final,F,True,False,113,Cincinnati Reds,138,St. Louis Cardinals,5,1,Justin Dunn,Dakota Hudson,643290.0,641712.0,Great American Ball Park,N,1,2022
